2020-08-12 16:10:13.035808,611
2020-08-12 16:11:13.006055,616
2020-08-12 16:12:12.976426,620
2020-08-12 16:13:12.951283,620
2020-08-12 16:14:12.921804,620
2020-08-12 16:15:12.893265,621
2020-08-12 16:16:12.867233,623
2020-08-12 16:17:12.837475,624
2020-08-12 16:18:12.808985,625
2020-08-12 16:19:12.779222,627
2020-08-12 16:20:12.754493,627
2020-08-12 16:21:12.724709,629
2020-08-12 16:22:12.694943,630
2020-08-12 16:23:12.665214,630
2020-08-12 16:24:12.640469,631
2020-08-12 16:25:12.610718,631
2020-08-12 16:26:12.581181,630
2020-08-12 16:27:12.556409,631
2020-08-12 16:28:12.526721,632
2020-08-12 16:29:12.501880,632
2020-08-12 16:30:12.472386,633
2020-08-12 16:31:12.442594,634
2020-08-12 16:32:12.417829,632
2020-08-12 16:33:12.388071,633
2020-08-12 16:34:12.363311,635
2020-08-12 16:35:12.337088,635
2020-08-12 16:36:12.307851,635
2020-08-12 16:37:12.283141,637
2020-08-12 16:38:12.253364,636
2020-08-12 16:39:12.228630,637
2020-08-12 16:40:12.198885,637
2020-08-12 16:41:12.174157,637
2020-08-12 16:42:12.148158,638
2020-08-12 16:43:12.118426,638
2020-08-12 16:44:12.093674,638
2020-08-12 16:45:12.067614,640
2020-08-12 16:46:12.039456,640
2020-08-12 16:47:12.013462,640
2020-08-12 16:48:11.988716,640
2020-08-12 16:49:11.958980,641
2020-08-12 16:50:11.934246,641
2020-08-12 16:51:11.908266,641
2020-08-12 16:52:11.883261,642
2020-08-12 16:53:11.854013,642
2020-08-12 16:54:11.828035,642
2020-08-12 16:55:11.803304,642
2020-08-12 16:56:11.778541,642
2020-08-12 16:57:11.752345,643
2020-08-12 16:58:11.723108,644
2020-08-12 16:59:11.698362,645
2020-08-12 17:00:11.672349,643
2020-08-12 17:01:11.647606,643
2020-08-12 17:02:11.622901,644
2020-08-12 17:03:11.596980,644
2020-08-12 17:04:11.572159,644
2020-08-12 17:05:11.546173,644
2020-08-12 17:06:11.521425,644
2020-08-12 17:07:11.496810,644
2020-08-12 17:08:11.470636,645
2020-08-12 17:09:11.444697,646
2020-08-12 17:10:11.416894,646
2020-08-12 17:11:11.390756,646
2020-08-12 17:12:11.366054,645
2020-08-12 17:13:11.340084,647
2020-08-12 17:14:11.315368,648
2020-08-12 17:15:11.290645,648
2020-08-12 17:16:11.264686,648
2020-08-12 17:17:11.239971,648
2020-08-12 17:18:11.213949,648
2020-08-12 17:19:11.189232,648
2020-08-12 17:20:11.168063,648
2020-08-12 17:21:11.142402,649
2020-08-12 17:22:11.116916,649
2020-08-12 17:23:11.092373,650
2020-08-12 17:24:11.066408,649
2020-08-12 17:25:11.041685,650
2020-08-12 17:26:11.017103,650
2020-08-12 17:27:10.990743,650
2020-08-12 17:28:10.966273,650
2020-08-12 17:29:10.940312,650
